## System ID,Tag Name,Retentive Mode,Initial Value,MODBUS Start Address,MODBUS End Address,Number of Characters,Number of Rows,Number of Columns,Wiring Label,Comment,Forceable,Init Forced,Init Force Value,Remote Access,I/O Address,Data Type,Structure Type,BOW Details
## 3.0
F32-000452,"HoleDistance16",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000237,"HoleDistance160",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000236,"HoleDistance161",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000243,"HoleDistance162",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000242,"HoleDistance163",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000245,"HoleDistance164",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000244,"HoleDistance165",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000239,"HoleDistance166",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000238,"HoleDistance167",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000241,"HoleDistance168",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000240,"HoleDistance169",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000451,"HoleDistance17",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000226,"HoleDistance170",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000228,"HoleDistance171",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000227,"HoleDistance172",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000233,"HoleDistance173",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000232,"HoleDistance174",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000235,"HoleDistance175",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000234,"HoleDistance176",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000230,"HoleDistance177",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000229,"HoleDistance178",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000231,"HoleDistance179",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000448,"HoleDistance18",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000217,"HoleDistance180",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000216,"HoleDistance181",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000219,"HoleDistance182",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000218,"HoleDistance183",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000223,"HoleDistance184",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000222,"HoleDistance185",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000225,"HoleDistance186",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000224,"HoleDistance187",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000221,"HoleDistance188",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000220,"HoleDistance189",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000447,"HoleDistance19",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000210,"HoleDistance190",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000207,"HoleDistance191",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000206,"HoleDistance192",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000209,"HoleDistance193",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000208,"HoleDistance194",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000213,"HoleDistance195",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000212,"HoleDistance196",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000215,"HoleDistance197",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000214,"HoleDistance198",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000211,"HoleDistance199",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000088,"HoleDistance2",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000443,"HoleDistance20",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000444,"HoleDistance200",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000446,"HoleDistance201",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000445,"HoleDistance202",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000434,"HoleDistance203",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000432,"HoleDistance204",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000438,"HoleDistance205",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000436,"HoleDistance206",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000429,"HoleDistance207",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000427,"HoleDistance208",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000430,"HoleDistance209",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000440,"HoleDistance21",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000424,"HoleDistance210",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000423,"HoleDistance211",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000426,"HoleDistance212",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000425,"HoleDistance213",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000420,"HoleDistance214",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000419,"HoleDistance215",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000422,"HoleDistance216",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000421,"HoleDistance217",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000418,"HoleDistance218",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000417,"HoleDistance219",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000439,"HoleDistance22",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000416,"HoleDistance220",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000413,"HoleDistance221",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000412,"HoleDistance222",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000415,"HoleDistance223",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000414,"HoleDistance224",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000409,"HoleDistance225",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000408,"HoleDistance226",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000411,"HoleDistance227",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000410,"HoleDistance228",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000407,"HoleDistance229",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000442,"HoleDistance23",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000406,"HoleDistance230",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000405,"HoleDistance231",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000402,"HoleDistance232",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000401,"HoleDistance233",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000404,"HoleDistance234",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000403,"HoleDistance235",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000360,"HoleDistance236",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000359,"HoleDistance237",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000362,"HoleDistance238",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000361,"HoleDistance239",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000441,"HoleDistance24",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000356,"HoleDistance240",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000358,"HoleDistance241",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000357,"HoleDistance242",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000353,"HoleDistance243",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000352,"HoleDistance244",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000355,"HoleDistance245",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000354,"HoleDistance246",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000350,"HoleDistance247",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000349,"HoleDistance248",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000351,"HoleDistance249",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000433,"HoleDistance25",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000346,"HoleDistance250",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000345,"HoleDistance251",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000348,"HoleDistance252",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000347,"HoleDistance253",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000342,"HoleDistance254",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000341,"HoleDistance255",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000344,"HoleDistance256",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000343,"HoleDistance257",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000340,"HoleDistance258",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000339,"HoleDistance259",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000431,"HoleDistance26",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000330,"HoleDistance260",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000336,"HoleDistance261",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000335,"HoleDistance262",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000338,"HoleDistance263",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000337,"HoleDistance264",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000332,"HoleDistance265",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000331,"HoleDistance266",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000334,"HoleDistance267",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000333,"HoleDistance268",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000329,"HoleDistance269",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000437,"HoleDistance27",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000320,"HoleDistance270",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000319,"HoleDistance271",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000326,"HoleDistance272",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000325,"HoleDistance273",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000328,"HoleDistance274",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000327,"HoleDistance275",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000322,"HoleDistance276",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000321,"HoleDistance277",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000324,"HoleDistance278",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000323,"HoleDistance279",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000435,"HoleDistance28",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000373,"HoleDistance280",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000375,"HoleDistance281",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000374,"HoleDistance282",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000380,"HoleDistance283",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000379,"HoleDistance284",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000382,"HoleDistance285",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000381,"HoleDistance286",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000377,"HoleDistance287",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000376,"HoleDistance288",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000378,"HoleDistance289",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000428,"HoleDistance29",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000364,"HoleDistance290",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000363,"HoleDistance291",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000366,"HoleDistance292",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000365,"HoleDistance293",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000370,"HoleDistance294",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000369,"HoleDistance295",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000372,"HoleDistance296",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000371,"HoleDistance297",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000368,"HoleDistance298",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000367,"HoleDistance299",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000089,"HoleDistance3",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000472,"HoleDistance30",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000259,"HoleDistance300",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000258,"HoleDistance301",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000255,"HoleDistance302",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000254,"HoleDistance303",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000257,"HoleDistance304",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000256,"HoleDistance305",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000251,"HoleDistance306",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000250,"HoleDistance307",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000253,"HoleDistance308",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000252,"HoleDistance309",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000471,"HoleDistance31",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000247,"HoleDistance310",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000249,"HoleDistance311",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000248,"HoleDistance312",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000316,"HoleDistance313",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000315,"HoleDistance314",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000318,"HoleDistance315",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000317,"HoleDistance316",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000313,"HoleDistance317",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000312,"HoleDistance318",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000314,"HoleDistance319",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000468,"HoleDistance32",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000309,"HoleDistance320",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000308,"HoleDistance321",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000311,"HoleDistance322",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000310,"HoleDistance323",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000305,"HoleDistance324",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000304,"HoleDistance325",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000307,"HoleDistance326",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000306,"HoleDistance327",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000303,"HoleDistance328",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000302,"HoleDistance329",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000467,"HoleDistance33",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000301,"HoleDistance330",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000298,"HoleDistance331",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000297,"HoleDistance332",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000300,"HoleDistance333",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000299,"HoleDistance334",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000294,"HoleDistance335",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000293,"HoleDistance336",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000296,"HoleDistance337",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000295,"HoleDistance338",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000292,"HoleDistance339",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000470,"HoleDistance34",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000291,"HoleDistance340",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000290,"HoleDistance341",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000285,"HoleDistance342",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000283,"HoleDistance343",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000289,"HoleDistance344",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000287,"HoleDistance345",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000277,"HoleDistance346",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000275,"HoleDistance347",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000281,"HoleDistance348",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000279,"HoleDistance349",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000469,"HoleDistance35",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000268,"HoleDistance350",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000271,"HoleDistance351",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000270,"HoleDistance352",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000263,"HoleDistance353",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000261,"HoleDistance354",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000267,"HoleDistance355",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000265,"HoleDistance356",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000202,"HoleDistance357",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000200,"HoleDistance358",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000205,"HoleDistance359",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000464,"HoleDistance36",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000193,"HoleDistance360",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000192,"HoleDistance361",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000197,"HoleDistance362",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000195,"HoleDistance363",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000187,"HoleDistance364",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000185,"HoleDistance365",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000191,"HoleDistance366",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000189,"HoleDistance367",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000181,"HoleDistance368",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000179,"HoleDistance369",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000463,"HoleDistance37",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000162,"HoleDistance370",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000173,"HoleDistance371",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000172,"HoleDistance372",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000177,"HoleDistance373",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000175,"HoleDistance374",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000166,"HoleDistance375",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000164,"HoleDistance376",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000170,"HoleDistance377",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000168,"HoleDistance378",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000160,"HoleDistance379",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000466,"HoleDistance38",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000141,"HoleDistance380",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000140,"HoleDistance381",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000153,"HoleDistance382",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000151,"HoleDistance383",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000157,"HoleDistance384",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000155,"HoleDistance385",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000145,"HoleDistance386",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000143,"HoleDistance387",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000149,"HoleDistance388",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000147,"HoleDistance389",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000465,"HoleDistance39",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000119,"HoleDistance390",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000122,"HoleDistance391",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000121,"HoleDistance392",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000133,"HoleDistance393",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000131,"HoleDistance394",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000137,"HoleDistance395",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000135,"HoleDistance396",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000126,"HoleDistance397",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000124,"HoleDistance398",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000129,"HoleDistance399",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000090,"HoleDistance4",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000460,"HoleDistance40",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000400,"HoleDistance400",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000396,"HoleDistance401",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000395,"HoleDistance402",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000398,"HoleDistance403",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000397,"HoleDistance404",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000392,"HoleDistance405",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000391,"HoleDistance406",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000394,"HoleDistance407",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000393,"HoleDistance408",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000399,"HoleDistance409",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000462,"HoleDistance41",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000390,"HoleDistance410",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000389,"HoleDistance411",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000386,"HoleDistance412",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000385,"HoleDistance413",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000388,"HoleDistance414",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000387,"HoleDistance415",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000384,"HoleDistance416",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000383,"HoleDistance417",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
F32-000461,"HoleDistance42",false,"0.0",,,,,,,,false,false,"0.0",false,,"F32",,false
